cs2	cs1	cs0	A3	A2	A1	A0	B3	B2	B1	B0	Cout   F3	F2	F1	F0	S	Z	V	C
0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0
0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0
0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0
0	1	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0
0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0
0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0
0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0
0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0
0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0
0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0
0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0
0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0
0	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0
0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0
0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1
0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1
0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1
0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1
0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1
0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1
0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1
0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1
0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1
0	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1
0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1
0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1
0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1
0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1
0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1
0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1
0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1
0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1
0	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1
0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1
0	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1
0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
